GivenName,Gender,FullName,Reference
京子,f,峯 京子,https://ja.wikipedia.org/wiki/%E5%B3%AF%E4%BA%AC%E5%AD%90
京子,f,楊原 京子,https://ja.wikipedia.org/wiki/%E6%A5%8A%E5%8E%9F%E4%BA%AC%E5%AD%90
京子,f,三林 京子,https://ja.wikipedia.org/wiki/%E4%B8%89%E6%9E%97%E4%BA%AC%E5%AD%90
京子,f,齊藤 京子,https://ja.wikipedia.org/wiki/%E9%BD%8A%E8%97%A4%E4%BA%AC%E5%AD%90
京子,f,嵯峨 京子,https://ja.wikipedia.org/wiki/%E5%B5%AF%E5%B3%A8%E4%BA%AC%E5%AD%90
京子,f,江美 京子,https://ja.wikipedia.org/wiki/%E6%B1%9F%E7%BE%8E%E4%BA%AC%E5%AD%90
京子,f,泉 京子,https://ja.wikipedia.org/wiki/%E6%B3%89%E4%BA%AC%E5%AD%90
京子,f,岡田 京子,https://ja.wikipedia.org/wiki/%E5%B2%A1%E7%94%B0%E4%BA%AC%E5%AD%90
京子,f,関 京子,https://ja.wikipedia.org/wiki/%E9%96%A2%E4%BA%AC%E5%AD%90
京子,f,愛 京子,https://ja.wikipedia.org/wiki/%E6%84%9B%E4%BA%AC%E5%AD%90
京子,f,青山 京子,https://ja.wikipedia.org/wiki/%E9%9D%92%E5%B1%B1%E4%BA%AC%E5%AD%90
京子,f,高橋 京子,https://ja.wikipedia.org/wiki/%E9%AB%98%E6%A9%8B%E4%BA%AC%E5%AD%90
京子,f,竹内 京子,https://ja.wikipedia.org/wiki/%E7%AB%B9%E5%86%85%E4%BA%AC%E5%AD%90
京子,f,片岡 京子,https://ja.wikipedia.org/wiki/%E7%89%87%E5%B2%A1%E4%BA%AC%E5%AD%90
京子,f,風見 京子,https://ja.wikipedia.org/wiki/%E9%A2%A8%E8%A6%8B%E4%BA%AC%E5%AD%90
京子,f,香川 京子,https://ja.wikipedia.org/wiki/%E9%A6%99%E5%B7%9D%E4%BA%AC%E5%AD%90
京子,f,小桜 京子,https://ja.wikipedia.org/wiki/%E5%B0%8F%E6%A1%9C%E4%BA%AC%E5%AD%90
京子,f,桜井 京子,https://ja.wikipedia.org/wiki/%E6%A1%9C%E4%BA%95%E4%BA%AC%E5%AD%90
京子,f,桜 京子,https://ja.wikipedia.org/wiki/%E6%A1%9C%E4%BA%AC%E5%AD%90
京之介,m,真砂 京之介,https://ja.wikipedia.org/wiki/%E7%9C%9F%E7%A0%82%E4%BA%AC%E4%B9%8B%E4%BB%8B
京美,f,桜 京美,https://ja.wikipedia.org/wiki/%E6%A1%9C%E4%BA%AC%E7%BE%8E
京平,m,千田 京平,https://ja.wikipedia.org/wiki/%E5%8D%83%E7%94%B0%E4%BA%AC%E5%B9%B3
共子,f,羽永 共子,https://ja.wikipedia.org/wiki/%E7%BE%BD%E6%B0%B8%E5%85%B1%E5%AD%90
共笑,f,北浦 共笑,https://ja.wikipedia.org/wiki/%E5%8C%97%E6%B5%A6%E5%85%B1%E7%AC%91
匡,m,永瀬 匡,https://ja.wikipedia.org/wiki/%E6%B0%B8%E7%80%AC%E5%8C%A1
匡,m,奥野 匡,https://ja.wikipedia.org/wiki/%E5%A5%A5%E9%87%8E%E5%8C%A1
匡弘,m,倉貫 匡弘,https://ja.wikipedia.org/wiki/%E5%80%89%E8%B2%AB%E5%8C%A1%E5%BC%98
匡史,m,松本 匡史,https://ja.wikipedia.org/wiki/%E6%9D%BE%E6%9C%AC%E3%81%8D%E3%82%87%E3%81%86%E3%81%98
匡生,m,西村 匡生,https://ja.wikipedia.org/wiki/%E8%A5%BF%E6%9D%91%E5%8C%A1%E7%94%9F
匡智,m,中澤 匡智,https://ja.wikipedia.org/wiki/%E4%B8%AD%E6%BE%A4%E3%81%BE%E3%81%95%E3%81%A8%E3%82%82
喬,m,志村 喬,https://ja.wikipedia.org/wiki/%E5%BF%97%E6%9D%91%E5%96%AC
喬一,m,大前 喬一,https://ja.wikipedia.org/wiki/%E5%A4%A7%E5%89%8D%E5%96%AC%E4%B8%80
喬司,m,山口 喬司,https://ja.wikipedia.org/wiki/%E5%B1%B1%E5%8F%A3%E5%96%AC%E5%8F%B8
喬生,m,岡村 喬生,https://ja.wikipedia.org/wiki/%E5%B2%A1%E6%9D%91%E5%96%AC%E7%94%9F
喬太郎,m,柳家 喬太郎,https://ja.wikipedia.org/wiki/%E6%9F%B3%E5%AE%B6%E5%96%AC%E5%A4%AA%E9%83%8E
喬之,m,柳 喬之,https://ja.wikipedia.org/wiki/%E6%9F%B3%E5%96%AC%E4%B9%8B
強次,m,美濃部 強次,https://ja.wikipedia.org/wiki/%E5%8F%A4%E4%BB%8A%E4%BA%AD%E5%BF%97%E3%82%93%E6%9C%9D
恭,f,香純 恭,https://ja.wikipedia.org/wiki/%E9%A6%99%E7%B4%94%E6%81%AD
恭一,m,汐谷 恭一,https://ja.wikipedia.org/wiki/%E6%B1%90%E8%B0%B7%E6%81%AD%E4%B8%80
恭央,m,斎藤 恭央,https://ja.wikipedia.org/wiki/%E6%A1%9C%E5%A1%9A%E3%82%84%E3%81%A3%E3%81%8F%E3%82%93
恭介,m,杉 恭介,https://ja.wikipedia.org/wiki/%E6%9D%89%E4%BD%9CJ%E5%A4%AA%E9%83%8E
恭介,m,向井 恭介,https://ja.wikipedia.org/wiki/%E5%90%91%E4%BA%95%E6%81%AD%E4%BB%8B
恭介,m,真木 恭介,https://ja.wikipedia.org/wiki/%E7%9C%9F%E6%9C%A8%E6%81%AD%E4%BB%8B
恭司,m,仲 恭司,https://ja.wikipedia.org/wiki/%E4%BB%B2%E6%81%AD%E5%8F%B8
恭子,f,深田 恭子,https://ja.wikipedia.org/wiki/%E6%B7%B1%E7%94%B0%E6%81%AD%E5%AD%90
恭子,f,岡部 恭子,https://ja.wikipedia.org/wiki/%E5%B2%A1%E9%83%A8%E6%81%AD%E5%AD%90
恭子,f,坂井 恭子,https://ja.wikipedia.org/wiki/%E5%9D%82%E4%BA%95%E6%81%AD%E5%AD%90
恭子,f,宮崎 恭子,https://ja.wikipedia.org/wiki/%E5%AE%AE%E5%B4%8E%E6%81%AD%E5%AD%90
恭子,f,村松 恭子,https://ja.wikipedia.org/wiki/%E6%9D%91%E6%9D%BE%E6%81%AD%E5%AD%90
恭子,f,北川 恭子,https://ja.wikipedia.org/wiki/%E5%8C%97%E5%B7%9D%E6%81%AD%E5%AD%90
恭子,f,乾 恭子,https://ja.wikipedia.org/wiki/%E4%B9%BE%E6%81%AD%E5%AD%90
恭子,f,青山 恭子,https://ja.wikipedia.org/wiki/%E9%9D%92%E5%B1%B1%E6%81%AD%E5%AD%90_(%E5%A5%B3%E5%84%AA)
恭子,f,田代 恭子,https://ja.wikipedia.org/wiki/%E7%94%B0%E4%BB%A3%E6%81%AD%E5%AD%90
恭治,m,小林 恭治,https://ja.wikipedia.org/wiki/%E5%B0%8F%E6%9E%97%E6%81%AD%E6%B2%BB
恭臣,m,大田 恭臣,https://ja.wikipedia.org/wiki/%E5%A4%A7%E7%94%B0%E6%81%AD%E8%87%A3
恭代,f,大谷 恭代,https://ja.wikipedia.org/wiki/%E5%A4%A7%E8%B0%B7%E6%81%AD%E4%BB%A3
恭代,f,三村 恭代,https://ja.wikipedia.org/wiki/%E4%B8%89%E6%9D%91%E6%81%AD%E4%BB%A3
恭代,f,牛尾田 恭代,https://ja.wikipedia.org/wiki/%E7%89%9B%E5%B0%BE%E7%94%B0%E6%81%AD%E4%BB%A3
恭長,m,東坊城 恭長,https://ja.wikipedia.org/wiki/%E6%9D%B1%E5%9D%8A%E5%9F%8E%E6%81%AD%E9%95%B7
恭二,m,青山 恭二,https://ja.wikipedia.org/wiki/%E9%9D%92%E5%B1%B1%E6%81%AD%E4%BA%8C
恭兵,m,狩野見 恭兵,https://ja.wikipedia.org/wiki/%E7%8B%A9%E9%87%8E%E8%A6%8B%E6%81%AD%E5%85%B5
恭兵,m,柴田 恭兵,https://ja.wikipedia.org/wiki/%E6%9F%B4%E7%94%B0%E6%81%AD%E5%85%B5
恭平,m,竹下 恭平,https://ja.wikipedia.org/wiki/%E7%AB%B9%E4%B8%8B%E6%81%AD%E5%B9%B3
恭平,m,久下 恭平,https://ja.wikipedia.org/wiki/%E4%B9%85%E4%B8%8B%E6%81%AD%E5%B9%B3
恭平,m,寺田 恭平,https://ja.wikipedia.org/wiki/Kyowhey
恭平,m,大山 恭平,https://ja.wikipedia.org/wiki/%E6%81%AD%E5%B9%B3
恭平,m,比嘉 恭平,https://ja.wikipedia.org/wiki/%E6%AF%94%E5%98%89%E6%81%AD%E5%B9%B3
恭平,m,高橋 恭平,https://ja.wikipedia.org/wiki/%E9%AB%98%E6%A9%8B%E6%81%AD%E5%B9%B3_(%E3%82%B8%E3%83%A3%E3%83%8B%E3%83%BC%E3%82%BA)
恭輔,m,太田 恭輔,https://ja.wikipedia.org/wiki/%E5%A4%AA%E7%94%B0%E6%81%AD%E8%BC%94
恭輔,m,一條 恭輔,https://ja.wikipedia.org/wiki/%E4%B8%80%E6%A2%9D%E6%81%AD%E8%BC%94
恭輔,m,谷 恭輔,https://ja.wikipedia.org/wiki/%E8%B0%B7%E6%81%AD%E8%BC%94
恭輔,m,中村 恭輔,https://ja.wikipedia.org/wiki/KYO-SUKE
恭輔,m,嶋 恭輔,https://ja.wikipedia.org/wiki/%E5%B6%8B%E6%81%AD%E8%BC%94
恭祐,m,池田 恭祐,https://ja.wikipedia.org/wiki/%E6%B1%A0%E7%94%B0%E6%81%AD%E7%A5%90
恭葉,f,遠藤 恭葉,https://ja.wikipedia.org/wiki/%E9%81%A0%E8%97%A4%E6%81%AD%E8%91%89
教弘,m,山賀 教弘,https://ja.wikipedia.org/wiki/%E5%B1%B1%E8%B3%80%E6%95%99%E5%BC%98
教人,m,伊藤 教人,https://ja.wikipedia.org/wiki/%E4%BC%8A%E8%97%A4%E6%95%99%E4%BA%BA
橋弥,m,中村 橋弥,https://ja.wikipedia.org/wiki/%E4%B8%AD%E6%9D%91%E6%A9%8B%E5%BC%A5
狂児,m,尼子 狂児,https://ja.wikipedia.org/wiki/%E5%B0%BC%E5%AD%90%E7%8B%82%E5%85%90
狂児,m,杉 狂児,https://ja.wikipedia.org/wiki/%E6%9D%89%E7%8B%82%E5%85%90
狭衣,m,栗島 狭衣,https://ja.wikipedia.org/wiki/%E6%A0%97%E5%B3%B6%E7%8B%AD%E8%A1%A3
興一朗,m,西 興一朗,https://ja.wikipedia.org/wiki/%E8%A5%BF%E8%88%88%E4%B8%80%E6%9C%97
興喜,m,仲本 興喜,https://ja.wikipedia.org/wiki/%E4%BB%B2%E6%9C%AC%E5%B7%A5%E4%BA%8B
興司,m,石本 興司,https://ja.wikipedia.org/wiki/%E7%9F%B3%E6%9C%AC%E8%88%88%E5%8F%B8
興人,m,芹澤 興人,https://ja.wikipedia.org/wiki/%E8%8A%B9%E6%BE%A4%E8%88%88%E4%BA%BA
郷,m,高島 郷,https://ja.wikipedia.org/wiki/%E9%AB%98%E5%B3%B6%E9%83%B7
郷敦,m,前田 郷敦,https://ja.wikipedia.org/wiki/%E7%9C%9E%E6%A0%84%E7%94%B0%E9%83%B7%E6%95%A6
鏡子,f,不忍 鏡子,https://ja.wikipedia.org/wiki/%E4%B8%8D%E5%BF%8D%E9%8F%A1%E5%AD%90
鏡子,f,朝霧 鏡子,https://ja.wikipedia.org/wiki/%E6%9C%9D%E9%9C%A7%E9%8F%A1%E5%AD%90
響,m,永井 響,https://ja.wikipedia.org/wiki/%E6%B0%B8%E4%BA%95%E9%9F%BF
響,m,上村 響,https://ja.wikipedia.org/wiki/%E4%B8%8A%E6%9D%91%E9%9F%BF
響一,m,御厨 響一,https://ja.wikipedia.org/wiki/%E5%BE%A1%E5%8E%A8%E9%9F%BF%E4%B8%80
響子,f,遠藤 響子,https://ja.wikipedia.org/wiki/%E9%81%A0%E8%97%A4%E9%9F%BF%E5%AD%90
響子,f,日南 響子,https://ja.wikipedia.org/wiki/%E6%97%A5%E5%8D%97%E9%9F%BF%E5%AD%90
暁,m,安田 暁,https://ja.wikipedia.org/wiki/%E5%AE%89%E7%94%B0%E6%9A%81
暁,m,斉藤 暁,https://ja.wikipedia.org/wiki/%E6%96%89%E8%97%A4%E6%9A%81
暁,f,杉村 暁,https://ja.wikipedia.org/wiki/%E6%9D%89%E6%9D%91%E6%9A%81
暁子,f,宍倉 暁子,https://ja.wikipedia.org/wiki/%E5%AE%8D%E5%80%89%E6%9A%81%E5%AD%90
暁子,f,志賀 暁子,https://ja.wikipedia.org/wiki/%E5%BF%97%E8%B3%80%E6%9A%81%E5%AD%90
暁子,f,久慈 暁子,https://ja.wikipedia.org/wiki/%E4%B9%85%E6%85%88%E6%9A%81%E5%AD%90
暁美,f,大森 暁美,https://ja.wikipedia.org/wiki/%E5%A4%A7%E6%A3%AE%E6%9A%81%E7%BE%8E
玉江,f,川合 玉江,https://ja.wikipedia.org/wiki/%E5%B7%9D%E5%90%88%E7%8E%89%E6%B1%9F
玉緒,f,中村 玉緒,https://ja.wikipedia.org/wiki/%E4%B8%AD%E6%9D%91%E7%8E%89%E7%B7%92
玉藻,f,水代 玉藻,https://ja.wikipedia.org/wiki/%E6%B0%B4%E4%BB%A3%E7%8E%89%E8%97%BB
玉太郎,m,市川 玉太郎,https://ja.wikipedia.org/wiki/%E5%B8%82%E5%B7%9D%E7%8E%89%E5%A4%AA%E9%83%8E
玉巳,f,日下 玉巳,https://ja.wikipedia.org/wiki/%E6%97%A5%E4%B8%8B%E7%8E%89%E5%B7%B3
桐安,m,仗 桐安,https://ja.wikipedia.org/wiki/%E4%BB%97%E6%A1%90%E5%AE%89
桐子,f,阿部 桐子,https://ja.wikipedia.org/wiki/%E9%98%BF%E9%83%A8%E6%A1%90%E5%AD%90
勤,m,鈴木 勤,https://ja.wikipedia.org/wiki/%E9%88%B4%E6%9C%A8%E5%8B%A4
勤,m,西田 勤,https://ja.wikipedia.org/wiki/%E6%A1%82%E6%96%87%E7%8F%8D
勤,m,関根 勤,https://ja.wikipedia.org/wiki/%E9%96%A2%E6%A0%B9%E5%8B%A4
勤,m,明石 勤,https://ja.wikipedia.org/wiki/%E6%98%8E%E7%9F%B3%E5%8B%A4
均,m,今村 均,https://ja.wikipedia.org/wiki/%E4%BB%8A%E6%9D%91%E5%9D%87_(%E4%BF%B3%E5%84%AA)
均,m,河野 均,https://ja.wikipedia.org/wiki/%E4%B8%AD%E6%9D%91%E6%9D%B1%E8%94%B5_(6%E4%BB%A3%E7%9B%AE)
均,m,大前 均,https://ja.wikipedia.org/wiki/%E5%A4%A7%E5%89%8D%E5%9D%87
均,m,高木 均,https://ja.wikipedia.org/wiki/%E9%AB%98%E6%9C%A8%E5%9D%87
均,m,石井 均,https://ja.wikipedia.org/wiki/%E7%9F%B3%E4%BA%95%E5%9D%87
均士,m,清川 均士,https://ja.wikipedia.org/wiki/%E6%B8%85%E5%B7%9D%E5%9D%87%E5%A3%AB
均也,m,菊池 均也,https://ja.wikipedia.org/wiki/%E8%8F%8A%E6%B1%A0%E5%9D%87%E4%B9%9F
錦司,m,滝波 錦司,https://ja.wikipedia.org/wiki/%E6%BB%9D%E6%B3%A2%E9%8C%A6%E5%8F%B8
錦司,m,中村 錦司,https://ja.wikipedia.org/wiki/%E4%B8%AD%E6%9D%91%E9%8C%A6%E5%8F%B8
錦四郎,m,松本 錦四郎,https://ja.wikipedia.org/wiki/%E6%9D%BE%E6%9C%AC%E9%8C%A6%E5%9B%9B%E9%83%8E
錦之助,m,高松 錦之助,https://ja.wikipedia.org/wiki/%E9%AB%98%E6%9D%BE%E9%8C%A6%E4%B9%8B%E5%8A%A9
欣希,m,市川 欣希,https://ja.wikipedia.org/wiki/%E5%B8%82%E5%B7%9D%E6%AC%A3%E5%B8%8C
欣三,m,信 欣三,https://ja.wikipedia.org/wiki/%E4%BF%A1%E6%AC%A3%E4%B8%89
欣也,m,杉 欣也,https://ja.wikipedia.org/wiki/%E6%9D%89%E6%AC%A3%E4%B9%9F
欣也,m,荒川 欣也,https://ja.wikipedia.org/wiki/%E5%B8%82%E5%B7%9D%E5%B7%A6%E5%9C%98%E6%AC%A1_(4%E4%BB%A3%E7%9B%AE)
欣也,m,北大路 欣也,https://ja.wikipedia.org/wiki/%E5%8C%97%E5%A4%A7%E8%B7%AF%E6%AC%A3%E4%B9%9F
欽一,m,久須美 欽一,https://ja.wikipedia.org/wiki/%E4%B9%85%E9%A0%88%E7%BE%8E%E6%AC%BD%E4%B8%80
欽也,m,愛川 欽也,https://ja.wikipedia.org/wiki/%E6%84%9B%E5%B7%9D%E6%AC%BD%E4%B9%9F
琴,f,向衣 琴,https://ja.wikipedia.org/wiki/%E5%90%91%E8%A1%A3%E7%90%B4
琴音,f,椎名 琴音,https://ja.wikipedia.org/wiki/%E6%A4%8E%E5%90%8D%E7%90%B4%E9%9F%B3
琴子,f,山賀 琴子,https://ja.wikipedia.org/wiki/%E5%B1%B1%E8%B3%80%E7%90%B4%E5%AD%90
琴乃,f,琴乃,https://ja.wikipedia.org/wiki/%E7%90%B4%E4%B9%83
琴乃,f,渋谷 琴乃,https://ja.wikipedia.org/wiki/%E6%B8%8B%E8%B0%B7%E7%90%B4%E4%B9%83
琴乃,f,杉浦 琴乃,https://ja.wikipedia.org/wiki/%E6%9D%89%E6%B5%A6%E7%90%B4%E4%B9%83
琴美,f,青木 琴美,https://ja.wikipedia.org/wiki/%E9%9D%92%E6%9C%A8%E7%90%B4%E7%BE%8E_(%E5%A5%B3%E5%84%AA)
琴美,f,深野 琴美,https://ja.wikipedia.org/wiki/%E6%B7%B1%E9%87%8E%E7%90%B4%E7%BE%8E
琴美,f,空閑 琴美,https://ja.wikipedia.org/wiki/%E7%A9%BA%E9%96%91%E7%90%B4%E7%BE%8E
琴葉,f,永瀬 琴葉,https://ja.wikipedia.org/wiki/%E6%B0%B8%E7%80%AC%E7%90%B4%E8%91%89
芹香,f,松田 芹香,https://ja.wikipedia.org/wiki/%E6%9D%BE%E7%94%B0%E8%8A%B9%E9%A6%99
芹菜,f,飯野 芹菜,https://ja.wikipedia.org/wiki/%E9%A3%AF%E9%87%8E%E8%8A%B9%E8%8F%9C
謹次,m,荒川 謹次,https://ja.wikipedia.org/wiki/%E5%B8%82%E5%B7%9D%E7%94%B7%E5%A5%B3%E8%94%B5_(6%E4%BB%A3%E7%9B%AE)
金四郎,m,巖 金四郎,https://ja.wikipedia.org/wiki/%E5%B7%96%E9%87%91%E5%9B%9B%E9%83%8E
金次郎,m,三井 金次郎,https://ja.wikipedia.org/wiki/%E4%B8%AD%E6%9D%91%E7%BF%AB%E5%8F%B3%E8%A1%9B%E9%96%80_(3%E4%BB%A3%E7%9B%AE)
金造,m,桜 金造,https://ja.wikipedia.org/wiki/%E6%A1%9C%E9%87%91%E9%80%A0
金太郎,m,坂田 金太郎,https://ja.wikipedia.org/wiki/%E5%9D%82%E7%94%B0%E9%87%91%E5%A4%AA%E9%83%8E
金太郎,m,青山 金太郎,https://ja.wikipedia.org/wiki/%E9%9D%92%E5%B1%B1%E9%87%91%E5%A4%AA%E9%83%8E
金田,m, 金田 憲明 ,https://ja.wikipedia.org/wiki/%E9%87%91%E7%94%B0%E6%86%B2%E6%98%8E
吟,m,前田 吟,https://ja.wikipedia.org/wiki/%E5%89%8D%E7%94%B0%E5%90%9F
銀河,m,設楽 銀河,https://ja.wikipedia.org/wiki/%E8%A8%AD%E6%A5%BD%E9%8A%80%E6%B2%B3
銀河,m,菊池 銀河,https://ja.wikipedia.org/wiki/%E8%8F%8A%E6%B1%A0%E9%8A%80%E6%B2%B3
銀花,f,桜 銀花,https://ja.wikipedia.org/wiki/%E6%A1%9C%E9%8A%80%E8%8A%B1
銀三,m,松尾 銀三,https://ja.wikipedia.org/wiki/%E6%9D%BE%E5%B0%BE%E9%8A%80%E4%B8%89
銀次,m,山下 銀次,https://ja.wikipedia.org/wiki/%E5%B1%B1%E4%B8%8B%E9%8A%80%E6%AC%A1
銀次,m,我王 銀次 ,https://ja.wikipedia.org/wiki/%E6%88%91%E7%8E%8B%E9%8A%80%E6%AC%A1
銀次,m,川岸 銀次,https://ja.wikipedia.org/wiki/%E5%B7%9D%E5%B2%B8%E9%8A%80%E6%AC%A1
銀二郎,m,西本 銀二郎,https://ja.wikipedia.org/wiki/%E8%A5%BF%E6%9C%AC%E9%8A%80%E4%BA%8C%E9%83%8E
銀之介,m,東 銀之介,https://ja.wikipedia.org/wiki/%E6%9D%B1%E9%8A%80%E4%B9%8B%E4%BB%8B
銀之丞,m,山崎 銀之丞,https://ja.wikipedia.org/wiki/%E5%B1%B1%E5%B4%8E%E9%8A%80%E4%B9%8B%E4%B8%9E
九,m,坂本 九,https://ja.wikipedia.org/wiki/%E5%9D%82%E6%9C%AC%E4%B9%9D
九一,m,古川 九一,https://ja.wikipedia.org/wiki/%E5%8F%A4%E5%B7%9D%E4%B9%9D%E4%B8%80
九州男,m,北 九州男,https://ja.wikipedia.org/wiki/%E5%8C%97%E4%B9%9D%E5%B7%9E%E7%94%B7
九洲男,m,阿部 九洲男,https://ja.wikipedia.org/wiki/%E9%98%BF%E9%83%A8%E4%B9%9D%E6%B4%B2%E7%94%B7
九美,f,有希 九美,https://ja.wikipedia.org/wiki/%E6%9C%89%E5%B8%8C%E4%B9%9D%E7%BE%8E
駒子,f,原 駒子,https://ja.wikipedia.org/wiki/%E5%8E%9F%E9%A7%92%E5%AD%90
空,m,伊島 空,https://ja.wikipedia.org/wiki/%E4%BC%8A%E5%B3%B6%E7%A9%BA
空,m,矢口 空,https://ja.wikipedia.org/wiki/%E7%9F%A2%E5%8F%A3%E7%A9%BA
空人,m,大倉 空人,https://ja.wikipedia.org/wiki/%E5%A4%A7%E5%80%89%E7%A9%BA%E4%BA%BA
桑三,m,岡田 桑三,https://ja.wikipedia.org/wiki/%E5%B2%A1%E7%94%B0%E6%A1%91%E4%B8%89
勲,m,山形 勲,https://ja.wikipedia.org/wiki/%E5%B1%B1%E5%BD%A2%E5%8B%B2
勲,m,井ノ口 勲,https://ja.wikipedia.org/wiki/%E4%BA%95%E3%83%8E%E5%8F%A3%E5%8B%B2
勲,m,沼崎 勲,https://ja.wikipedia.org/wiki/%E6%B2%BC%E5%B4%8E%E5%8B%B2
勲,m,谷津 勲,https://ja.wikipedia.org/wiki/%E8%B0%B7%E6%B4%A5%E5%8B%B2
勲,m,篠原 勲,https://ja.wikipedia.org/wiki/%E5%96%9C%E5%91%B3%E3%81%93%E3%81%84%E3%81%97
勲,m,夏八木 勲,https://ja.wikipedia.org/wiki/%E5%A4%8F%E5%85%AB%E6%9C%A8%E5%8B%B2
勲雄,m,永久 勲雄,https://ja.wikipedia.org/wiki/%E6%B0%B8%E4%B9%85%E5%8B%B2%E9%9B%84
君代,f,大塚 君代,https://ja.wikipedia.org/wiki/%E5%A4%A7%E5%A1%9A%E5%90%9B%E4%BB%A3
薫,m,伊東 薫,https://ja.wikipedia.org/wiki/%E4%BC%8A%E6%9D%B1%E8%96%AB
薫,f,奥貫 薫,https://ja.wikipedia.org/wiki/%E5%A5%A5%E8%B2%AB%E8%96%AB
薫,f,日向 薫,https://ja.wikipedia.org/wiki/%E6%97%A5%E5%90%91%E8%96%AB
薫,f,鵜川 薫,https://ja.wikipedia.org/wiki/%E9%B5%9C%E5%B7%9D%E8%96%AB
薫,f,水木 薫,https://ja.wikipedia.org/wiki/%E6%B0%B4%E6%9C%A8%E8%96%AB
薫,m,青江 薫,https://ja.wikipedia.org/wiki/%E9%9D%92%E6%B1%9F%E8%96%AB
薫,f,福満 薫,https://ja.wikipedia.org/wiki/%E7%A6%8F%E6%BA%80%E8%96%AB
薫,f,清水谷 薫,https://ja.wikipedia.org/wiki/%E6%B8%85%E6%B0%B4%E8%B0%B7%E8%96%AB
薫,f,松尾 薫,https://ja.wikipedia.org/wiki/%E6%9D%BE%E5%B0%BE%E8%96%AB_(%E5%A5%B3%E5%84%AA)
薫,m,阿部 薫,https://ja.wikipedia.org/wiki/%E9%98%BF%E9%83%A8%E8%96%AB_(%E4%BF%B3%E5%84%AA)
薫,m,篠田 薫,https://ja.wikipedia.org/wiki/%E7%AF%A0%E7%94%B0%E8%96%AB
薫,f,塩原 薫,https://ja.wikipedia.org/wiki/%E5%A1%A9%E5%8E%9F%E8%96%AB
薫,f,光宗 薫,https://ja.wikipedia.org/wiki/%E5%85%89%E5%AE%97%E8%96%AB
薫,m,小山内 薫,https://ja.wikipedia.org/wiki/%E5%B0%8F%E5%B1%B1%E5%86%85%E8%96%AB
薫,m,藤原 薫,https://ja.wikipedia.org/wiki/%E8%97%A4%E5%8E%9F%E8%96%AB_(%E4%BF%B3%E5%84%AA)
薫,m,小林 薫,https://ja.wikipedia.org/wiki/%E5%B0%8F%E6%9E%97%E8%96%AB
薫,m,長門 薫,https://ja.wikipedia.org/wiki/%E9%95%B7%E9%96%80%E8%96%AB
薫,f,楠田 薫,https://ja.wikipedia.org/wiki/%E6%A5%A0%E7%94%B0%E8%96%AB
薫,f,楠見 薫,https://ja.wikipedia.org/wiki/%E6%A5%A0%E8%A6%8B%E8%96%AB
薫,f,井出 薫,https://ja.wikipedia.org/wiki/%E4%BA%95%E5%87%BA%E8%96%AB
薫,f,松乃 薫,https://ja.wikipedia.org/wiki/%E6%9D%BE%E4%B9%83%E8%96%AB
薫,f,八千草 薫,https://ja.wikipedia.org/wiki/%E5%85%AB%E5%8D%83%E8%8D%89%E8%96%AB
薫紀,m,藤尾 薫紀,https://ja.wikipedia.org/wiki/%E3%82%B8%E3%82%A7%E3%83%AA%E3%83%BC%E8%97%A4%E5%B0%BE
薫久,m,大野 薫久,https://ja.wikipedia.org/wiki/%E5%A4%A7%E9%87%8E%E3%81%97%E3%81%92%E3%81%B2%E3%81%95
薫仁,m,井口 薫仁,https://ja.wikipedia.org/wiki/%E3%82%AC%E3%83%80%E3%83%AB%E3%82%AB%E3%83%8A%E3%83%AB%E3%83%BB%E3%82%BF%E3%82%AB
薫明,m,笠井 薫明,https://ja.wikipedia.org/wiki/%E7%AC%A0%E4%BA%95%E3%81%97%E3%81%92
訓一,m,西久保 訓一,https://ja.wikipedia.org/wiki/%E8%A5%BF%E4%B9%85%E4%BF%9D%E3%81%8F%E3%81%AB%E3%81%8B%E3%81%9A
訓子,f,鷹匠 訓子,https://ja.wikipedia.org/wiki/%E9%B7%B9%E5%8C%A0%E8%A8%93%E5%AD%90
訓子,f,千田 訓子,https://ja.wikipedia.org/wiki/%E5%8D%83%E7%94%B0%E8%A8%93%E5%AD%90
訓睦,m,市川 訓睦,https://ja.wikipedia.org/wiki/%E5%B8%82%E5%B7%9D%E8%A8%93%E7%9D%A6
兄,m,下嶋 兄,https://ja.wikipedia.org/wiki/%E4%B8%8B%E5%B6%8B%E5%85%84
啓,m,真島 啓,https://ja.wikipedia.org/wiki/%E7%9C%9F%E5%B3%B6%E5%95%93
啓,f,児玉 啓,https://ja.wikipedia.org/wiki/%E5%85%90%E7%8E%89%E5%95%93
啓,m,谷 啓,https://ja.wikipedia.org/wiki/%E8%B0%B7%E5%95%93
啓介,m,新實 啓介,https://ja.wikipedia.org/wiki/%E3%81%AB%E3%81%84%E3%81%BF%E5%95%93%E4%BB%8B
啓介,m,東 啓介,https://ja.wikipedia.org/wiki/%E6%9D%B1%E5%95%93%E4%BB%8B
啓介,m,後藤 啓介,https://ja.wikipedia.org/wiki/%E5%BE%8C%E8%97%A4%E5%95%93%E4%BB%8B
啓介,m,木村 啓介,https://ja.wikipedia.org/wiki/%E6%9C%A8%E6%9D%91%E5%95%93%E4%BB%8B
啓介,m,三嶋 啓介,https://ja.wikipedia.org/wiki/%E4%B8%89%E5%B6%8B%E5%95%93%E4%BB%8B
